title,contributor,issued,format,fulltext_url,trove_url,trove_id,fulltext_url_type,issues,issues_with_text,directory
"Australian Capital Territory budget / circulated by ... Minister for the Arts, Sport, the Environment, Tourism and Territories","Australia. Department of the Arts, Sport, the Environment, Tourism and Territories",1988-1989,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1905734468,https://trove.nla.gov.au/work/13347536,nla.obj-1905734468,digitised,2,2,australian-capital-territory-budget-circulated-by--nla.obj-1905734468
Australian Capital Territory statement of receipts and expenditure for the year ended 30 June ... : section 10 of the Seat of Government (Administration) Act 1930,Australia. Department of Territories and Local Government,1983-1984,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1571043841,https://trove.nla.gov.au/work/34717199,nla.obj-1571043841,digitised,2,2,australian-capital-territory-statement-of-receipts-nla.obj-1571043841
Australian Capital Territory statement of receipts and expenditure for the year ended 30 June ... : section 10 of the Seat of Government (Administration) Act 1930-1963,Australia. Department of the Capital Territory,1973-1982,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-836833913,https://trove.nla.gov.au/work/26923900,nla.obj-836833913,digitised,10,10,australian-capital-territory-statement-of-receipts-nla.obj-836833913
Australian Capital Territory statement of receipts and expenditure in accordance with section 10 of the Seat of Government (Administration) Act 1930-1935 for the year ended 30th June ..,Australia. Department of the Interior,1900-1972,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-836827755,https://trove.nla.gov.au/work/34717162,nla.obj-836827755,digitised,6,6,australian-capital-territory-statement-of-receipts-nla.obj-836827755
Australian Corps news sheet,Australia. Army. Australian Corps,1918-1919,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-17987863,https://trove.nla.gov.au/work/31666638,nla.obj-17987863,digitised,14,14,australian-corps-news-sheet-nla.obj-17987863
"Australian Development Assistance annual review / Australian Development Assistance Bureau, Dept. of Foreign Affairs",Australian Development Assistance Bureau,1978-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-2644576308,https://trove.nla.gov.au/work/16360315,nla.obj-2644576308,digitised,1,1,australian-development-assistance-annual-review-au-nla.obj-2644576308
Australian Research Grants Scheme : report on grants approved for ... / Australian Research Grants Committee,Queen Elizabeth II Fellowships and Australian Research Grants Committee,1983-1987,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1364989594,https://trove.nla.gov.au/work/18804508,nla.obj-1364989594,digitised,3,3,australian-research-grants-scheme-report-on-grants-nla.obj-1364989594
Australian Research Grants Scheme : report on grants approved for ... / Australian Research Grants Committee,Australian Research Grants Committee,1979-1982,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-751702295,https://trove.nla.gov.au/work/21494251,nla.obj-751702295,digitised,3,3,australian-research-grants-scheme-report-on-grants-nla.obj-751702295
Australian Research Grants Scheme : report on grants approved for ... / Australian Research Grants Committee,Queen Elizabeth II Fellowships and Australian Research Grants Committee,1983-1987,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1276605125,https://trove.nla.gov.au/work/18804508,nla.obj-1276605125,digitised,2,2,australian-research-grants-scheme-report-on-grants-nla.obj-1276605125
"Australian Research Grants Scheme, Marine Sciences and Technologies Grants Scheme, National Research Fellowships Scheme, Queen Elizabeth II Fellowships : list of grants and fellowships awarded",Australian Research Grants Committee (1985-1988),1988-1989,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1571509340,https://trove.nla.gov.au/work/17382760,nla.obj-1571509340,digitised,1,1,australian-research-grants-scheme-marine-sciences--nla.obj-1571509340
Australian Senate practice,"Odgers, J. R. (James Rowland), 1914-1985",1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1603735694,https://trove.nla.gov.au/work/22057389,nla.obj-1603735694,digitised,5,5,australian-senate-practice-nla.obj-1603735694
"Australian almanac (Sydney, Australia)","Sherriff, John L",1863,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2887066532,https://trove.nla.gov.au/work/12413635,nla.obj-2887066532,digitised,14,14,australian-almanac-sydney-australia-nla.obj-2887066532
Australian almanac and repository of useful knowledge,,1850,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2886699492,https://trove.nla.gov.au/work/18163164,nla.obj-2886699492,digitised,2,1,australian-almanac-and-repository-of-useful-knowle-nla.obj-2886699492
Australian almanack : for the year of Our Lord.....,"Howe, Robert, 1795-1829",1828-1833,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2967140327,https://trove.nla.gov.au/work/18161848,nla.obj-2967140327,digitised,5,4,australian-almanack-for-the-year-of-our-lord-nla.obj-2967140327
Australian art : a monthly magazine & journal,"Collingridge, George, 1847-1931",1888,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-597211753,https://trove.nla.gov.au/work/31681755,nla.obj-597211753,digitised,3,3,australian-art-a-monthly-magazine-journal-nla.obj-597211753
Australian customs : a review of activities,Australia. Department of Police and Customs,1975,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1273349059,https://trove.nla.gov.au/work/27588837,nla.obj-1273349059,digitised,1,1,australian-customs-a-review-of-activities-nla.obj-1273349059
Australian economy,Australia. Treasury,1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1907271649,https://trove.nla.gov.au/work/18204941,nla.obj-1907271649,digitised,5,5,australian-economy-nla.obj-1907271649
Australian fisheries,Australia. Fisheries Division,1969-1995,"Periodical | Periodical/Journal, magazine, other | Government publication",http://nla.gov.au/nla.obj-669358358,https://trove.nla.gov.au/work/11377030,nla.obj-669358358,digitised,319,319,australian-fisheries-nla.obj-669358358
Australian fisheries newsletter,Australia. Fisheries Branch,1965-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",http://nla.gov.au/nla.obj-669357561,https://trove.nla.gov.au/work/18435054,nla.obj-669357561,digitised,49,49,australian-fisheries-newsletter-nla.obj-669357561
Australian foreign affairs record,Australia. Department of Foreign Affairs,1973-1988,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-850515166,https://trove.nla.gov.au/work/11359965,nla.obj-850515166,digitised,204,204,australian-foreign-affairs-record-nla.obj-850515166
"Australian home beautiful (Melbourne, Vic.)","Recorded Books, Inc. RBdigital",1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2930203932,https://trove.nla.gov.au/work/22019919,nla.obj-2930203932,digitised,312,248,australian-home-beautiful-melbourne-vic-nla.obj-2930203932
Australian literary journal (Online),,1849,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-767554994,https://trove.nla.gov.au/work/234644167,nla.obj-767554994,other,5,5,australian-literary-journal-online-nla.obj-767554994
"Australian magazine (Sydney, N.S.W. : 1838 : Online)",,1838,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-752101760,https://trove.nla.gov.au/work/238034966,nla.obj-752101760,other,3,3,australian-magazine-sydney-n-s-w-1838-online-nla.obj-752101760
"Australian magazine (Sydney, N.S.W. : 1838)",,1838,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-752101760,https://trove.nla.gov.au/work/18429775,nla.obj-752101760,digitised,3,3,australian-magazine-sydney-n-s-w-1838-nla.obj-752101760
"Australian magazine (Sydney, N.S.W. : 1899 : Online)",,1899,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-636091247,https://trove.nla.gov.au/work/238008662,nla.obj-636091247,other,6,6,australian-magazine-sydney-n-s-w-1899-online-nla.obj-636091247
"Australian magazine (Sydney, N.S.W. : 1899)",,1899,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-636091247,https://trove.nla.gov.au/work/18685300,nla.obj-636091247,digitised,6,6,australian-magazine-sydney-n-s-w-1899-nla.obj-636091247
"Australian medical journal (Sydney, N.S.W : 1846 : Online)","Brooks, George",1846-1847,"Periodical | Periodical/Journal, magazine, other | Microform | Periodical/Newspaper",http://nla.gov.au/nla.obj-732251946,https://trove.nla.gov.au/work/31626907,nla.obj-732251946,other,14,14,australian-medical-journal-sydney-n-s-w-1846-onlin-nla.obj-732251946
Australian penny journal (Online),,1848,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-767560014,https://trove.nla.gov.au/work/234959955,nla.obj-767560014,other,10,10,australian-penny-journal-online-nla.obj-767560014
Australian transport / Department of Transport,Australia. Department of Transport,1974-1981,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1296463969,https://trove.nla.gov.au/work/11378528,nla.obj-1296463969,digitised,7,7,australian-transport-department-of-transport-nla.obj-1296463969
Automatic Data Processing Equipment Bounty Act - Return,,1977-1987,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1323813191,https://trove.nla.gov.au/work/236426640,nla.obj-1323813191,digitised,1,1,automatic-data-processing-equipment-bounty-act-ret-nla.obj-1323813191
Baker's miniature almanac,"Baker, W. (William), active 1835-1846",1846,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2886697665,https://trove.nla.gov.au/work/19209659,nla.obj-2886697665,digitised,1,1,baker-s-miniature-almanac-nla.obj-2886697665
Bamaga High School magazine..,Bamaga State High School,1973-1974,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-526661760,https://trove.nla.gov.au/work/19159051,nla.obj-526661760,digitised,2,2,bamaga-high-school-magazine-nla.obj-526661760
Bamaga State High School,,1975-1998,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1740320424,https://trove.nla.gov.au/work/19159055,nla.obj-1740320424,digitised,22,22,bamaga-state-high-school-nla.obj-1740320424
Barjai : a meeting place for youth,,1943-1946,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-319042505,https://trove.nla.gov.au/work/21807804,nla.obj-319042505,digitised,7,7,barjai-a-meeting-place-for-youth-nla.obj-319042505
Barrak : the Camel Corps review,Australia. Army. Imperial Camel Corps,1917-1918,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-15609485,https://trove.nla.gov.au/work/34627770,nla.obj-15609485,digitised,3,3,barrak-the-camel-corps-review-nla.obj-15609485
"Beacon (Coffs Harbour, N.S.W.)",Coffs Harbour High School,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-861973622,https://trove.nla.gov.au/work/16928569,nla.obj-861973622,digitised,59,59,beacon-coffs-harbour-n-s-w-nla.obj-861973622
Bed Sheeting Bounty Act 1977. Parliament of the Commonwealth of Australia,Australia. Parliament,1977-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-829442588,https://trove.nla.gov.au/work/6760919,nla.obj-829442588,digitised,5,5,bed-sheeting-bounty-act-1977-parliament-of-the-com-nla.obj-829442588
"Birth (Melbourne, Vic.)",Australian Institute of the Arts & Literature,1900-1916,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1871577338,https://trove.nla.gov.au/work/17004725,nla.obj-1871577338,digitised,72,72,birth-melbourne-vic-nla.obj-1871577338
"Blackwood magazine (Blackwood, S.A.)","Blackwood, Coromandel and Belair Club. Literary Society",1914,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-2942966613,https://trove.nla.gov.au/work/5531614,nla.obj-2942966613,other,13,13,blackwood-magazine-blackwood-s-a-nla.obj-2942966613
"Blue & white : being the annual record of St. Patrick's College, Wellington, N.Z. for the year ending ... ..","St Patrick's College (Wellington, N.Z.)",1897-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-28557840,https://trove.nla.gov.au/work/9236189,nla.obj-28557840,digitised,1,1,blue-white-being-the-annual-record-of-st-patrick-s-nla.obj-28557840
"Book Bounty Act, return",Australia. Parliament,1970-1981,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-837294603,https://trove.nla.gov.au/work/11367903,nla.obj-837294603,digitised,12,12,book-bounty-act-return-nla.obj-837294603
"Bookfellow (Sydney, N.S.W. : 1899 : Online)",,1899,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-636005630,https://trove.nla.gov.au/work/238004103,nla.obj-636005630,other,5,5,bookfellow-sydney-n-s-w-1899-online-nla.obj-636005630
"Bookfellow (Sydney, N.S.W. : 1899)",,1899,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-636005630,https://trove.nla.gov.au/work/21701137,nla.obj-636005630,digitised,5,5,bookfellow-sydney-n-s-w-1899-nla.obj-636005630
"Bookfellow (Sydney, N.S.W. : 1907)","Stephens, A. G. (Alfred George), 1865-1933",1899-1924,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-768260759,https://trove.nla.gov.au/work/17104173,nla.obj-768260759,digitised,18,18,bookfellow-sydney-n-s-w-1907-nla.obj-768260759
"Bookfellow (Sydney, N.S.W. : 1911 : Online)",,1911-1925,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-768936943,https://trove.nla.gov.au/work/238051629,nla.obj-768936943,other,93,93,bookfellow-sydney-n-s-w-1911-online-nla.obj-768936943
"Bookfellow (Sydney, N.S.W. : 1911)",,1911-1925,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-768936943,https://trove.nla.gov.au/work/22319620,nla.obj-768936943,digitised,93,93,bookfellow-sydney-n-s-w-1911-nla.obj-768936943
Bounties Act : Return relating to payments during financial year ... ..,Australia. Parliament,1913-1919,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2566681399,https://trove.nla.gov.au/work/238889603,nla.obj-2566681399,digitised,3,3,bounties-act-return-relating-to-payments-during-fi-nla.obj-2566681399
Bounty (Injection Moulding Equipment) Act - Return,,1980-1990,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1323815519,https://trove.nla.gov.au/work/236426641,nla.obj-1323815519,digitised,2,2,bounty-injection-moulding-equipment-act-return-nla.obj-1323815519
Bounty (Non-adjustable Wrenches) Act - Return -  Period - 1 July 1981 to 31 December 1981,,1900,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1593944893,https://trove.nla.gov.au/work/236985014,nla.obj-1593944893,digitised,2,2,bounty-non-adjustable-wrenches-act-return-period-1-nla.obj-1593944893
