title,contributor,issued,format,fulltext_url,trove_url,trove_id,fulltext_url_type
Catalogus van Nederlandsche zeekaarten en boekwerken uitgegeven door de Afdeeling Hydrografie van het Ministerie van Defensie = Catalogue of charts and books published by the Hydrographic Section of the Netherlands Department of Defence,Netherlands. Afdeling Hydrografie,1800-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-232725556,https://trove.nla.gov.au/work/11429011,nla.obj-232725556,digitised
Australia's welfare (Print),Australian Institute of Health and Welfare,1993-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-858515780,https://trove.nla.gov.au/work/11434795,nla.obj-858515780,edeposit
Australia's welfare (Print),Australian Institute of Health and Welfare,1993-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-742216184,https://trove.nla.gov.au/work/11434795,nla.obj-742216184,digitised
"Data-Matching Program (Assistance and Tax) (Australia. Department of Health Housing, Local Government and Community Services)",Australia. Data-Matching Agency,1993,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1827272743,https://trove.nla.gov.au/work/11473104,nla.obj-1827272743,digitised
Australia's official development assistance to developing countries / Circulated by ... Minister for Foreign Affairs,Australia,1977-1979,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2125851948,https://trove.nla.gov.au/work/11494860,nla.obj-2125851948,digitised
The bulletin,"Butler, S. T. (Stuart Thomas)",1880-2021,"Periodical | Periodical/Newspaper | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-68375465,https://trove.nla.gov.au/work/11500235,nla.obj-68375465,digitised
Russkii v Avstralii = The Russian in Australia,,1937,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2337713625,https://trove.nla.gov.au/work/11510518,nla.obj-2337713625,digitised
"Report of the Cottage Home for Destitute Children, Newtown","Cottage Home for Destitute Children (Newtown, N.S.W.)",1880-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-401605881,https://trove.nla.gov.au/work/11525280,nla.obj-401605881,digitised
Directory of public library services in Victoria,Library Council of Victoria. Public Libraries Division,1976-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2889956243,https://trove.nla.gov.au/work/11529844,nla.obj-2889956243,edeposit
Report of the Technical and Further Education Commission,Australia. Technical and Further Education Commission,1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1424327022,https://trove.nla.gov.au/work/11530153,nla.obj-1424327022,digitised
Abstract of the ... report of the London Missionary Society for the year ending ..,London Missionary Society,1800,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-288413164,https://trove.nla.gov.au/work/11574101,nla.obj-288413164,digitised
Report on the operations of the Commonwealth Railways / Australian National Railways Commission,Australian National Railways Commission,1975,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2345857630,https://trove.nla.gov.au/work/11592976,nla.obj-2345857630,digitised
"Sitrep (Sydney, N.S.W.)",Bush Fire Council of New South Wales,1976-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",http://nla.gov.au/nla.obj-578112846,https://trove.nla.gov.au/work/11623826,nla.obj-578112846,digitised
Newsletter (Warrnambool Field Naturalists Club : Online),Warrnambool Field Naturalists Club,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816245267,https://trove.nla.gov.au/work/11640468,nla.obj-2816245267,edeposit
Agent (Institute of Mercantile Agents (Australia) : Online),Institute of Mercantile Agents (Australia),1994-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-493670036,https://trove.nla.gov.au/work/11643768,nla.obj-493670036,edeposit
The Victorian historical magazine,Historical Society of Victoria,1900-2021,"Periodical | Periodical/Journal, magazine, other | Microform",http://nla.gov.au/nla.obj-369015661,https://trove.nla.gov.au/work/11645432,nla.obj-369015661,digitised
The ... report and recommendations of the council for the period ending ... / National Advisory Council for the Handicapped,Australia. National Advisory Council for the Handicapped,1978-1980,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1333425433,https://trove.nla.gov.au/work/11646438,nla.obj-1333425433,digitised
Bulletin (Probus Club of Gosnells),Probus Club of Gosnells,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1454731561,https://trove.nla.gov.au/work/11663754,nla.obj-1454731561,edeposit
"Income tax statistics (Canberra, A.C.T.)",Australia. Taxation Branch,1963-1964,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-837147950,https://trove.nla.gov.au/work/11691253,nla.obj-837147950,digitised
The North-China herald and Supreme Court & Consular gazette,,1870-1941,Periodical/Newspaper | Periodical,http://nla.gov.au/nla.obj-61331905,https://trove.nla.gov.au/work/11800200,nla.obj-61331905,digitised
Newsletter (Victorian Baptist Historical Society : Online),Victorian Baptist Historical Society,1988-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816224282,https://trove.nla.gov.au/work/11801136,nla.obj-2816224282,edeposit
Realtime,,1994-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-733140625,https://trove.nla.gov.au/work/11804773,nla.obj-733140625,digitised
The Rising sun,Young Men's Christian Associations of Australia,1900-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-262991064,https://trove.nla.gov.au/work/11805423,nla.obj-262991064,digitised
Votes and proceedings of the Legislative Council during the session ..,Western Australia. Legislative Council,1870-1889,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-53463227,https://trove.nla.gov.au/work/11834358,nla.obj-53463227,digitised
Bluegum,"Tasmania. Department of Primary Industries, Water and Environment",1990-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1837730582,https://trove.nla.gov.au/work/11847283,nla.obj-1837730582,edeposit
"G. J. Crouch's general advertising medium, epitome of news, and miscellaneous gleaner","Crouch, G. J. (George John)",1858-1860,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-32580028,https://trove.nla.gov.au/work/11850276,nla.obj-32580028,digitised
"Rural magazine (Melbourne, Vic.)",,1855,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-32777718,https://trove.nla.gov.au/work/11850351,nla.obj-32777718,digitised
Australasian circular,,1908,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-68925498,https://trove.nla.gov.au/work/11850994,nla.obj-68925498,digitised
Report / United British Women's Emigration Association,,,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-52874072,https://trove.nla.gov.au/work/11852976,nla.obj-52874072,digitised
Report of the directors / London Chartered Bank of Australia,,,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-61977546,https://trove.nla.gov.au/work/11855164,nla.obj-61977546,digitised
Violet talk,African Violet Society of W.A,1976-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2526553214,https://trove.nla.gov.au/work/11857257,nla.obj-2526553214,edeposit
Our Empire : the Imperial review of the United Kingdom and the British Dominions beyond the seas,,1910-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-71533419,https://trove.nla.gov.au/work/11862132,nla.obj-71533419,digitised
The Chronicle of the London Missionary Society : a record of its proceedings at home and abroad,London Missionary Society,1800-2021,"Periodical | Periodical/Journal, magazine, other | Microform",http://nla.gov.au/nla.obj-80303456,https://trove.nla.gov.au/work/11863782,nla.obj-80303456,digitised
Monthly postal & telegraph guide,Victoria. Post Office and Telegraph Department,1873-1882,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-99622613,https://trove.nla.gov.au/work/11869077,nla.obj-99622613,digitised
Report of the Department of External Affairs for the year ended ..,Australia. Department of External Affairs,1936-1940,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2531797690,https://trove.nla.gov.au/work/11873621,nla.obj-2531797690,digitised
New Zealand report / Friends of the Church of New Zealand,Friends of New Zealand,1800-1900,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-137752768,https://trove.nla.gov.au/work/11873935,nla.obj-137752768,digitised
Report of the Directors of the English and Australian Copper Company presented at the ... general meeting of the proprietors,English and Australian Copper Company,1852-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-163710085,https://trove.nla.gov.au/work/11874360,nla.obj-163710085,digitised
Portfolio program statements / presented by  ... Minister for Finance of the Commonwealth of Australia for the information of honourable members,Australia. Department of Finance,1985-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1600230137,https://trove.nla.gov.au/work/11875015,nla.obj-1600230137,digitised
Programme / Australasian Association for the Advancement of Science,Australasian Association for the Advancement of Science. Meeting,1800-1900,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-250302024,https://trove.nla.gov.au/work/11944246,nla.obj-250302024,digitised
The Bulletin with newsweek,,1984-2021,"Periodical | Periodical/Journal, magazine, other | Periodical/Newspaper",https://nla.gov.au/nla.obj-1567115091,https://trove.nla.gov.au/work/12003834,nla.obj-1567115091,digitised
Report for the year ended 30 June / Aboriginal Land Commissioner,Australia. Office of the Aboriginal Land Commissioner,1970-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-741932715,https://trove.nla.gov.au/work/12067339,nla.obj-741932715,digitised
Report for the year ended 30 June / Aboriginal Land Commissioner,Australia. Office of the Aboriginal Land Commissioner,1970-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2821085466,https://trove.nla.gov.au/work/12067339,nla.obj-2821085466,edeposit
"Homes Savings Grant Act : annual report of the Secretary, Department of Housing and Construction for the year ... ..",Australia. Department of Housing and Construction,1974-1975,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2057839553,https://trove.nla.gov.au/work/12086954,nla.obj-2057839553,digitised
Report of the council and financial statement / Australian Institute of Marine Science,Australian Institute of Marine Science,1973-1974,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1600061844,https://trove.nla.gov.au/work/12096999,nla.obj-1600061844,digitised
Administration of the Territory of New Guinea,Australia. Department of External Territories,1968-1970,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2765327678,https://trove.nla.gov.au/work/12098587,nla.obj-2765327678,digitised
Administration of Papua New Guinea,Australia. Department of External Territories,1970-1975,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1297995152,https://trove.nla.gov.au/work/12098629,nla.obj-1297995152,digitised
Queensland government mining journal,"Hilborn, J. G. (Jons G.)",1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication | Microform | Archived website",https://www.nla.gov.au/nla.obj-2731139853,https://trove.nla.gov.au/work/12183823,nla.obj-2731139853,edeposit
Special report ... on financial assistance for local government / Commonwealth Grants Commission,Commonwealth Grants Commission (Australia),1976-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-2044681518,https://trove.nla.gov.au/work/12216650,nla.obj-2044681518,digitised
Australia's Coral Coast holiday planner,Tourism Western Australia,2005-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2562766506,https://trove.nla.gov.au/work/12217800,nla.obj-2562766506,edeposit
